,name,sku,selling_price,original_price,currency,availability,color,category,source,source_website,breadcrumbs,description,brand,country,average_rating,reviews_count,crawled_at,discount_amount,discount_percent
62,Racer TR21 Shoes,H00647,53,75,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"These adidas shoes bring the athletic style of running footwear to your everyday look. Move confidently through your day in a comfortably snug fit and a lightweight midsole that provides all-day cushioning underfoot.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",adidas,USA,4.8,78,2021-10-23 17:50:26.784560,22,29.333333333333332
63,EQ21 Run Shoes,H68075,64,80,USD,instock,Grey,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"When running is your sport, there's nothing you love more than that daily run. Log miles in ultimate comfort when you lace up in these adidas shoes. A breathable upper keeps feet feeling cool and fresh on warm days. Lightweight cushioning makes each step more enjoyable. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,4.6,146,2021-10-23 17:50:26.866348,16,20.0
64,Racer TR21 Shoes,GV7386,68,75,USD,instock,Black,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"Stay comfortable and light on your feet through every step of your day in these shoes. Running-inspired cushioning is lightweight underfoot. The 3-Stripes design brings classic adidas style to any look. 

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",adidas,USA,4.6,377,2021-10-23 17:50:27.073433,7,9.333333333333334
65,Delpala x FMF Shoes,H02584,52,65,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Originals/Shoes,"Witness the rebirth of adidas vulcanized shoes. Democratic to the core, your style spans the ocean to connect the attitude of Mexico's team to a laid-back California vibe. Pops of color? Yes. Metallic gold accents? Of course. Super fresh look? Totally.",adidas,USA,4.8,59,2021-10-23 17:50:27.151770,13,20.0
66,ZX 1K Boost Shoes,H68719,70,100,USD,instock,Blue,Shoes,adidas United States,https://www.adidas.com,Originals/Shoes,"In a constantly evolving world, keeping up is just part of the routine. Stay on top of it in these airy knit mesh adidas shoes. The ZX series has merged technology with culture since the '80s. Today a combination of Boost and EVA cushioning keeps you comfortable as you charge through the day.",adidas,USA,3.9,515,2021-10-23 17:50:27.346334,30,30.0
67,ZX 1K Boost Shoes,G58922,56,80,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Kids/Shoes,"Worthy of the ZX name, these juniors' adidas shoes put innovation on display. Inspired by cutting-edge ZX styles from the archive, this pair shows off a soft mesh upper mixed with synthetic suede. For a hit of modern tech, Boost and EVA combine to create a cushioned midsole that's ready to take on the future, one comfy step at a time.",adidas,USA,4.6,37,2021-10-23 17:50:27.931298,24,30.0
68,Puremotion Shoes,H00586,56,70,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,Be ready for days when the action keeps coming. Head out the door in these running-inspired shoes that combine simple elegance with lasting comfort. The plush midsole cushions each stride to keep you feeling energized until long after sundown.,adidas,USA,4.5,808,2021-10-23 17:50:28.017965,14,20.0
69,ZX 2K Boost 2.0 Shoes,GZ7824,105,150,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,ZXience expands the ZX universe with a glow. Step into the ZX 2K BOOST 2.0 to experience the cushioned comfort of the wrapped Boost midsole. Embrace the glow of the upper's bold luminous design. Eyes may widen. Embrace all sensations.,adidas,USA,4.7,58,2021-10-23 17:50:28.209727,45,30.0
70,ZX 2K Boost 2.0 Shoes,GZ7825,105,150,USD,instock,Purple,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,ZXience expands the ZX universe with a glow. Step into the ZX 2K BOOST 2.0 to experience the cushioned comfort of the wrapped Boost midsole. Embrace the glow of the upper's bold luminous design. Eyes may widen. Embrace all sensations.,adidas,USA,4.7,58,2021-10-23 17:50:28.291739,45,30.0
71,ZX 1K Boost Shoes,H02939,70,100,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"The ZX series entered the scene in the '80s and took hold of running culture with its groundbreaking approach to speed. These adidas ZX 1K Boost Shoes might not be about performance anymore, but that doesn't mean they're slowing down. Forever forward focused, the progressive silhouette doubles up on comfort with a plush Boost and EVA midsole combo. The mesh upper is accented with synthetic overlays.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,4.2,77,2021-10-23 17:50:28.374018,30,30.0
72,ZX 1K Boost Shoes,H00430,77,110,USD,instock,Grey,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"The ZX line pioneered a new approach to speed. It raised the bar in comfort and style. Now, it's taking on cool weather. Made with a winterized sole and suede overlays, these adidas shoes keep your stride steady and your feet warm as you cruise through chilly days in the city. Reflective details ensure your style always shines. Plus, double the comfort with EVA and Boost underfoot. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,5.0,1,2021-10-23 17:50:28.452419,33,30.0
73,ZX 1K Boost Shoes,FX6515,70,100,USD,instock,Black,Shoes,adidas United States,https://www.adidas.com,Originals/Shoes,"In a constantly evolving world, keeping up is just part of the routine. Stay on top of it in these airy knit mesh adidas shoes. The ZX series has merged technology with culture since the '80s. Today a combination of Boost and EVA cushioning keeps you comfortable as you charge through the day.",adidas,USA,3.9,515,2021-10-23 17:50:28.640883,30,30.0
74,ZX 1K Boost Shoes,H00428,77,110,USD,instock,Black,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"The ZX line pioneered a new approach to speed. It raised the bar in comfort and style. Now, it's taking on cool weather. Made with a winterized sole and suede overlays, these adidas shoes keep your stride steady and your feet warm as you cruise through chilly days in the city. Reflective details ensure your style always shines. Plus, double the comfort with EVA and Boost underfoot. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,5.0,1,2021-10-23 17:50:28.723536,33,30.0
75,ZX 1K Boost Shoes,H02937,70,100,USD,instock,Grey,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"The ZX series entered the scene in the '80s and took hold of running culture with its groundbreaking approach to speed. These adidas ZX 1K Boost Shoes might not be about performance anymore, but that doesn't mean they're slowing down. Forever forward focused, the progressive silhouette doubles up on comfort with a plush Boost and EVA midsole combo. The mesh upper is accented with synthetic overlays.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,4.2,77,2021-10-23 17:50:28.803684,30,30.0
76,ZX 1K Boost Shoes,H02936,70,100,USD,instock,Pink,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"The ZX series entered the scene in the '80s and took hold of running culture with its groundbreaking approach to speed. These adidas ZX 1K Boost Shoes might not be about performance anymore, but that doesn't mean they're slowing down. Forever forward focused, the progressive silhouette doubles up on comfort with a plush Boost and EVA midsole combo. The mesh upper is accented with synthetic overlays.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,4.2,77,2021-10-23 17:50:28.991699,30,30.0
77,Grand Court Shoes,H02554,52,65,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,Tennis shoe style reached a pinnacle in the 1970s and has never looked back. Bring some heritage vibes to your daily-wear wardrobe with these adidas shoes. Coated leather is durable with a premium finish. The rubber outsole completes the throwback look. Star Wars™ graphics add a unique touch.,adidas,USA,4.7,838,2021-10-23 17:50:29.081891,13,20.0
78,Marathon 20 Shorts,GK5265,21,26,USD,instock,Black,Clothing,adidas United States,https://www.adidas.com,Women/Clothing,"Meet the workhorse of workout wear. Soft and breathable, these adidas running shorts are sporty and super comfortable. AEROREADY helps keep moisture off your skin and your mind on your run. Now you're ready for anything.",adidas,USA,4.8,349,2021-10-23 17:50:29.165473,5,19.230769230769234
79,ZX 1K Boost Shoes,GZ9173,70,100,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"The ZX series entered the scene in the '80s and took hold of running culture with its groundbreaking approach to speed. These adidas ZX 1K Boost Shoes might not be about performance anymore, but that doesn't mean they're slowing down. Forever forward focused, the progressive silhouette doubles up on comfort with a plush Boost and EVA midsole combo. The mesh upper is accented with synthetic overlays.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,4.2,77,2021-10-23 17:50:29.674943,30,30.0
80,Multix Shoes,H04498,56,80,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"They say the morning sets the tone for the day. So why not start it off with a win and lace into these adidas Multix Shoes? They're straight from the track, so they know about a fast pace, comfort and the push to the finish line. (Yes, we're getting metaphorical here.)

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,4.2,350,2021-10-23 17:50:29.872770,24,30.0
81,X9000L3 Shoes,S23688,96,120,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"Your avatar might wear futuristic shoes like these, but you can wear them in real life. Made for short to mid-distance runs, these adidas running shoes have a sculpted Jetboost midsole that returns energy and adds stability. 

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content.",adidas,USA,4.3,8,2021-10-23 17:50:29.956533,24,20.0
82,Marathon 20 Shorts,H31065,27,30,USD,instock,Red,Clothing,adidas United States,https://www.adidas.com,Women/Clothing,"Meet the workhorse of workout wear. Soft and breathable, these adidas running shorts are sporty and super comfortable. AEROREADY helps keep moisture off your skin and your mind on your run. Now you're ready for anything.",adidas,USA,4.8,349,2021-10-23 17:50:30.033904,3,10.0
83,Multix Shoes,H02975,56,80,USD,instock,Yellow,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"They say the morning sets the tone for the day. So why not start it off with a win and lace into these adidas Multix Shoes? They're straight from the track, so they know about a fast pace, comfort and the push to the finish line. (Yes, we're getting metaphorical here.)

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,4.2,350,2021-10-23 17:50:30.119057,24,30.0
